incredere_sist_fiscal,parere_sist_fiscal,TRANSPARENCY,VALUE FOR MONEY,ECONOMICAL,TRUST,SOCIAL WELFARE,WORK PLACE CREATION,SOCIO-ECONOMIC DEVELOPMENT,STABILITY,PREDICTIBILITY,FIN_INSP,FINES,CLEAR_LAW,FISC_FACIL,SUBV,INVEST_TAX,Q_PUBLIC_SV,PUBLIC_INV,TRANSP,nemultumiri_sist_fiscal,schimbari_sist_fiscal,ce_ofera_sistemul,motivare_incredere_sist_fiscal,nemultumiri_sist_fiscal_sentiment,schimbari_sist_fiscal_sentiment,ce_ofera_sistemul_sentiment,motivare_incredere_sist_fiscal_sentiment,overall_sentiment_all_responses
1,4,4,4,5,5,4,4,5,4,4,5,4,4,5,4,4,5,5,4,Se acorda prea multe pensii speciale ,Gestionarea resurselor,Loc bugetat la universitate si gratuitate pe mijloacele de transport feroviar,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
1,4,3,5,4,5,5,5,4,4,5,2,4,5,5,2,3,5,4,3,"Serviciile, personalul este slab caloficat si nu comunica frumos cu persoanele.
Birocrația excesivă.","Birocrația.
Taxele. Avem taxe mari, cum sunt taxele pe salarii si impozitul pe profit.",Servicii publice.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
0,3,3,5,5,5,5,5,5,5,4,3,2,5,4,3,3,5,3,4,Prea multe taxe și impozite ,Aș scădea salariile parlamentarilor și aș crește alocațiile copiilor.,-,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,4,5,5,5,4,4,4,5,5,4,2,5,4,5,5,5,4,5,CA ESTE DESTUTUL DE INCREDERE SI STABIL,IMPOZITE SI TAXE MAI MICI,FINANTARE,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,1,0,1
1,1,5,5,4,4,4,5,5,5,4,4,3,4,5,5,5,4,4,5,"impozite prea mari
retinerea  unei cote prea mari din venituri","retinere unei cote mai mici din venituri
acordarea mai multor beneficii persoanelor care creeaza venit statului","siguranta
invatamant gratuit
ordine publica 
cultura sanatate
","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,4,5,5,4,5,5,5,5,4,5,4,4,4,5,4,5,5,5,5,Impozite prea mari.,Ridicarea salariilor si scaderea retinerilor din acestea.,"Invatamant, sanatate, cultura.","Pentru că îmi oferă servicii de protecție socială, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,1,5,5,4,4,4,5,5,5,4,4,3,4,5,5,5,5,5,5,"Sustragerea exagerata din veniturile cetatenilor, taxe si impozite prea mari","Salarii mai mari pentru a motiva cetatenii tarii sa nu o paraseasca si pentru o forta de munca mai activa, taxe si impozite mai mici, tva mai redusa ","Invatamant gratuit, securitate, ordine publica","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,3,3,4,3,4,5,5,5,4,3,5,4,4,4,5,3,5,4,4,mecanismele de reglare ale sistemului fiscal,prevederile legale,Asigurare pe viitor,"Pentru că îmi oferă servicii de protecție socială, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,1,1,1
1,3,5,4,4,5,4,4,4,4,4,4,5,4,4,5,3,5,3,5,Harababura,Le-as pune la punct cat mai repede,Harababura,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
0,1,5,5,5,4,4,5,4,5,4,4,5,4,5,4,4,4,4,3,"Faptul că nu este stabil, se modifică prea des, anumite cote de impunere sunt prea mari, posibilitatea reinvestițiilor este relativ scăzută pentru anumite categorii de contribuabili, întrucât impunerea pe posibilele venituri este prea mare.","Aș încerca să modific anumite cote de impunere, probabil cele din zona de consum pentru a-i avantaja pe cei mai mulți dintre consumatori, astfel existând posibilitatea creșterii consumlui și implicit si a veniturilor încasate de către stat, dacă proporția cu care a crescut consumul este mai mare decât cea cu care a scăzut cota de impunere. ","Pentru că încă nu obțin un venit, pot spune că prin sistemul fiscal actual, statul  îmi oferă posibilitatea de a beneficia de educație și de servicii medicale gratuite.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,0,1,0,0
1,3,4,5,4,3,4,4,5,4,2,3,4,3,4,5,4,5,4,5,Taxele si impozitele,Taxele si impozitele,Taxe si impozite mari,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
0,4,5,4,5,5,3,5,4,4,5,4,5,4,3,4,4,5,4,4,Taxele si impozitele ,Taxele si impozitele ,Taxe si impozite mari,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,4,5,5,5,5,5,5,5,5,5,1,1,4,4,4,5,5,5,5,Numărul mare de funcționari publici raportat la restul angajatilor companiilor private ,"As reduce ponderea veniturilor bugetare din taxe si impozite si as creste ponderea veniturilor bugetare din activități economice proprii  (comercializare energie electrică direct de la furnizori, exploatarea resurselor minerale direct de stat, etc )",Nimic,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
0,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,taxe prea mari,"cresterea ponderii veniturilor bugetare din activitati economice proprii statului-energia electrica comercilizata direct de producator, resurse exploatate de statul roman nu de straini, reinfintarea transporturilor navale si terestre, firme proprii, reconstructia industriei distrusa, o administrare mai eficienta a banului public etc",nimic,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,0,1,0
1,1,5,4,5,5,4,4,4,3,4,4,3,4,4,4,3,5,4,5,"Nemulțumirea mea față de sistemul fiscal românesc , este birocrația. ",Daca as fi ministrul finantelor publice as investi mai mult in dezvoltarea sistemului public pentru a ajunge la un aparat fiscal rapid si flexibil care ar facilita plata contribuabililor . As elimina cateva taxe si as incuraja mai mult investitiile. ,... ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
0,1,5,4,4,1,1,1,2,1,1,4,1,4,1,4,1,5,4,5,taxele mari,Dezvoltarea și implementarea unei strategii fiscale moderne și predictibile pe termen mediu și lung ar fi esențială în contextul concurenței ce se manifestă între statele europene pentru atragerea de noi investiții și crearea de noi locuri de muncă.,un trai acceptabil,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
1,3,4,5,4,3,3,5,5,4,4,4,4,4,3,4,4,5,5,4,Prea multe taxe ,As incerca sa-l modelez in favoarea cetatenilor,Multe taxe si impozite ,Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
1,4,5,5,5,5,5,4,5,5,4,5,5,5,4,5,4,5,5,5,Taxe și impozite,Bugetul ,Nu foarte multe,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,0,1,1
1,4,4,4,4,4,5,5,4,4,4,3,4,4,5,4,4,5,4,5,. ,. ,. ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,4,5,5,5,5,5,4,4,5,3,5,4,5,3,5,5,4,3,5,Nimic,"Mai multă stabilitate, transparenţă şi predictabilitate",Urmăreşte realizarea obiectivelor politicii economice şi sociale a statului,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,4,4,5,5,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,Nimic ,Nimic,Nimic,Pentru că îmi oferă servicii de protecție socială,0,0,0,1,0
1,4,4,4,5,5,5,5,5,5,5,5,2,5,5,4,5,5,5,5,Faptul că trebuie plătite foarte multe taxe și impozite. ,Aș schimba grila de impozitare. ,"Sistemul fiscal actual nu ne oferă atât de multe, dar în schimb ne cere să plătim taxe și impozite care se presupune că ne sunt de folos. Dar un exemplu ar putea fi iluminatul pubilc. ","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
1,4,4,4,4,5,5,5,4,5,4,4,4,4,4,4,4,5,4,4,Câteodată dă greș.,Să nu se facă atâtea proceduri  care sunt de obicei inutile pentru cetățeni și să se bazeze mai mult pe ce e 4. ,"Pensii, salarii. ","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,4,5,5,4,5,5,5,4,5,4,4,4,3,5,5,5,5,4,4,Nu tine cont de toate criterii pe care le face.,"Sa nu trebuiasca sa facem atat de multe hartii, sa putem avea acces mai simplu la toate informațiile care ne privesc. ","Salarii, Pensii, Taxe","Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,1,1,1,1
0,1,5,5,4,5,4,5,5,4,4,2,2,4,5,5,5,5,4,5,Opacitatea operatiunilor care se petrec in cadrul acestuia.,"Claritatea,increderea,precizia,corectitudinea fata de cetateni.","Responsabilitatea,angajamentul unor serii de obligatii cu caracter repetitiv,care amprenteaza deciziile,motivatiile cetatenilor,astfel fiindu-le ingreunata existenta,traiul.",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,1,1,1,1,1
1,4,5,4,4,3,4,5,5,5,4,4,3,4,4,4,5,5,5,4,Nimic,L-aș simplifica,Diverse avantaje,Pentru că îmi oferă servicii de protecție socială,0,1,1,1,1
1,4,5,4,4,3,4,5,5,5,4,5,4,4,4,4,4,4,5,4,Nimic,L-as simplifica,Diverse avantaje,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,0,1,1,0,1
1,4,5,4,4,3,4,5,5,4,4,4,4,4,5,4,3,4,4,5,Birocrația ,L-as simplifica,"
Diverse avantaje ","Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,1,1,1
1,4,3,5,5,5,3,5,4,4,4,2,3,5,4,5,5,5,4,3,Taxele si impozitele invers proportionale cu salariile,Ordinea prioritatilor investitiilor,Un ajutor social in caz de nevoie,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,4,4,4,4,5,5,5,5,5,4,3,3,4,5,5,5,5,4,4,Țara noastră are una dintre cele mai reduse cote din Europa la impozitul pe venitul persoanelor fizice.,"La impozitul total pe profitul companiilor, Romania are o cota situată sub media europeană. As pune mai mult accent pe aceasta problema",Sistemul fiscal actual ofera intr-o anumita masura stabilitatea economiei tarii,Pentru că îmi oferă servicii de protecție socială,0,1,1,1,1
0,4,3,5,5,5,4,5,5,5,4,5,5,3,3,4,4,5,4,5,Taxele mari.,Sistemul de impozitare,O functie de asigurare a resurselor financiare.,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
1,3,4,4,4,5,5,5,5,5,3,5,5,4,4,4,4,4,4,4,Nu simt efectele încă.,Nu știu. ,Siguranță în viitor.,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
0,1,5,4,4,5,5,5,5,5,5,4,2,4,4,5,5,5,5,5,Ma nemultumeste sistemul de colectare  a taxelor si cota ridicata de taxare.,As accentua gradul de colectare si as lua masuri impotriva evaziunii fiscale.,Taxe si impozite foarte mari.,"Pentru că îmi oferă servicii de protecție socială, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,1,1,0
1,3,5,4,3,5,5,3,5,5,4,5,5,4,5,5,5,3,3,4,"Gradul scăzut de transparență, înregistrându-se o rata mare a fraudei","M-aș axa mult peeducarea populației să treacă pe bani electronici, eliminând treptat fluxul de numerar din economie care e mult mai greu de monitorizat","Servicii publice destul de calitative, nu mă pot exprima obiectiv întrucât abia de un an traiesc in România ",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,0,1,1,0
1,3,5,5,5,5,4,4,5,5,4,5,4,5,4,4,4,5,5,5,Lipsa de educație financiară,Totul,Nu îmi pot da seama încă,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,1,0,1,0
1,4,4,4,4,4,5,5,5,5,5,4,3,5,5,5,5,5,5,3,Schimbările prea dese și lipsa de predictibilitate pe termen lung. ,As incerca sa repar erorile din sistem si sa îl fac in asa fel încât  sa fie de incredere si un punct veridic de orientare pentru agenții economici din țară.,"Constante schimbări și fluctuatii, nefavorabile pentru o economie ca cea a Romaniei. ",Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic,0,1,0,1,0
1,3,4,5,5,5,4,4,5,5,4,5,3,4,4,5,4,5,4,4,Dezechilibrele in ceea ce privesc cheltuielile și veniturile ,Sistemul de impozitare și taxe ,"Un mod de cercetare al impozitelor, taxelor dar și procurarea de catre stat a veniturilor necesare balansarii cheltuielilor publice.",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,1,0,1
0,1,5,4,4,5,5,4,4,5,4,5,3,5,4,3,2,5,4,5,"Netransparența, corupția ","Aș căuta posibilități de a motiva, determina cetățenii să își plătească de bună voie contribuțiile; aș penaliza dur corupția; aș conferi încredere prin faptul că m-aș ține de cuvânt atunci când promit executarea anumitor lucrări( înnoirea spitalelor, educație financiară) ","Multe servicii contraplată( servicii medicale, învățământ) care în mod normal ar fi trebuit să fie gratis. ",Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,1,0,0,1
0,1,5,4,4,5,5,4,4,5,4,5,3,5,4,3,2,5,4,5,"Netransparența, atitudinea arogantă, lipsa de profesionalism, birocrația etc.","Depunerea declarațiilor fiscale online, creșterea gradului de transparență etc.",Număr mare de taxe ,Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat,1,0,1,0,1
0,4,4,5,3,5,2,5,5,5,4,4,4,4,2,3,4,5,4,3,Taxele și impozitele care sunt parca necoordonate sau intr-o dezordine,Taxele și impozitele sa fie organizate și sa fie vizibil mai mici,Nu consider ca îmi oferă multe beneficii,"Pentru că îmi oferă servicii de protecție socială, Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",1,0,0,1,0
1,4,4,5,4,5,5,5,5,5,4,5,4,5,5,5,5,5,5,5,Nimic,Taxele și impozitele să fie mai mici,Nu consider că îmi oferă prea multe beneficii,"Îmi creează sentimentul că plătesc un serviciu public de care voi beneficia la un moment dat, Pentru că din banii mei se asigură serviciile publice administrative de care avem nevoie într-un stat democratic",0,0,0,1,0
0,1,5,4,5,4,4,4,5,5,5,5,4,4,5,4,3,4,4,5,"Schimbarea Codului fiscal, opacitatea cheltuirii banilor si nejustificarea mișcărilor din cadru sistemului. ",As justifica fiecare miscare economică. ,Taxe si impozite nejustificata fiind destinația lor. ,"Daca Codul Fiscal nu ar fi modificat de 3-4 ori pe an, poate ar prezenta mai multa incredere in tot ce ține de sistemul fiscal. ",0,1,0,1,0
0,3,5,5,5,5,5,5,5,5,5,4,5,5,5,4,4,5,4,5,Totul,Totul,Nimic,Pentru că îmi oferă servicii de protecție socială,1,1,0,1,1
